,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
1389,0,http://www.wikidata.org/entity/Q1472110,http://www.wikidata.org/entity/Q321660,1685,The Beggar's Opera,John Gay,male,Kingdom of Great Britain,1800,,English
1390,0,http://www.wikidata.org/entity/Q3053834,http://www.wikidata.org/entity/Q947986,1903,Greener Than You Think,Ward Moore,male,United States of America,1947,,
1391,0,http://www.wikidata.org/entity/Q323160,http://www.wikidata.org/entity/Q44403,1797,Die Harzreise,Heinrich Heine,male,France,1826,,
1394,0,http://www.wikidata.org/entity/Q4655683,http://www.wikidata.org/entity/Q170509,1843,A Bundle of Letters,Henry James,male,United States of America,1879,,English
1396,0,http://www.wikidata.org/entity/Q4552609,http://www.wikidata.org/entity/Q45765,1876,Lost Face,Jack London,male,United States of America,1910,atheism,
1397,0,http://www.wikidata.org/entity/Q1673334,http://www.wikidata.org/entity/Q7245,1835,Is Shakespeare Dead?,Mark Twain,male,United States of America,1909,atheism,
1398,0,http://www.wikidata.org/entity/Q4859885,http://www.wikidata.org/entity/Q318399,1815,Barchester Towers,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1857,,
1399,0,http://www.wikidata.org/entity/Q1233830,http://www.wikidata.org/entity/Q37388,1561,New Atlantis,Francis Bacon,male,Kingdom of England,1627,Anglicanism,
1400,0,http://www.wikidata.org/entity/Q7712390,http://www.wikidata.org/entity/Q5077060,1841,The Admiral's Caravan,Charles E. Carryl,male,United States of America,1892,,
1401,0,http://www.wikidata.org/entity/Q3837179,http://www.wikidata.org/entity/Q218698,1859,They and I,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,1909,,
1403,0,http://www.wikidata.org/entity/Q1134252,http://www.wikidata.org/entity/Q7243,1828,The Forged Coupon,Leo Tolstoy,male,Russian Empire,1912,Christianity,Russian
1406,0,http://www.wikidata.org/entity/Q7753268,http://www.wikidata.org/entity/Q370308,1825,The Naturalist on the River Amazons,Henry Walter Bates,male,United Kingdom of Great Britain and Ireland,1863,,
1407,0,http://www.wikidata.org/entity/Q5372505,http://www.wikidata.org/entity/Q540427,1880,Eminent Victorians,Lytton Strachey,male,United Kingdom,1918,,
1408,0,http://www.wikidata.org/entity/Q7738140,http://www.wikidata.org/entity/Q2037944,1864,The Green Carnation,Robert Smythe Hichens,male,United Kingdom,1894,,
1410,0,http://www.wikidata.org/entity/Q7727010,http://www.wikidata.org/entity/Q360574,1841,The Common Law,Oliver Wendell Holmes,male,United States of America,1881,,English
1411,0,http://www.wikidata.org/entity/Q223131,http://www.wikidata.org/entity/Q35610,1859,A Study in Scarlet,Arthur Conan Doyle,male,United Kingdom,1887,spiritism,English
1415,0,http://www.wikidata.org/entity/Q965704,http://www.wikidata.org/entity/Q7243,1828,Boyhood,Leo Tolstoy,male,Russian Empire,1854,Christianity,Russian
1418,0,http://www.wikidata.org/entity/Q12350508,http://www.wikidata.org/entity/Q12571,1889,Karlo,Edmond Privat,male,Switzerland,1909,Quakers,French
1420,0,http://www.wikidata.org/entity/Q3259809,http://www.wikidata.org/entity/Q44490,1801,Loss and Gain,John Henry Newman,male,United Kingdom of Great Britain and Ireland,1848,Catholic Church,
1422,0,http://www.wikidata.org/entity/Q1131648,http://www.wikidata.org/entity/Q7245,1835,Life on the Mississippi,Mark Twain,male,United States of America,1883,atheism,
1423,0,http://www.wikidata.org/entity/Q112326730,http://www.wikidata.org/entity/Q1556094,1857,The Pianolist,Gustav Kobbé,male,United States of America,1907,,
1424,0,http://www.wikidata.org/entity/Q674832,http://www.wikidata.org/entity/Q160333,1803,Carmen,Prosper Mérimée,male,France,1845,,French
1425,0,http://www.wikidata.org/entity/Q3518729,http://www.wikidata.org/entity/Q42831,1818,Virgin Soil,Ivan Turgenev,male,Russian Empire,1877,,
1426,0,http://www.wikidata.org/entity/Q110048780,http://www.wikidata.org/entity/Q247473,1814,White Lies,Charles Reade,male,United Kingdom of Great Britain and Ireland,1857,,
1427,0,http://www.wikidata.org/entity/Q3685905,http://www.wikidata.org/entity/Q82925,1857,Under Western Eyes,Joseph Conrad,male,United Kingdom,1911,atheism,
1431,0,http://www.wikidata.org/entity/Q124090421,http://www.wikidata.org/entity/Q32829,1814,The Three Midshipmen,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,1862,,
1432,0,http://www.wikidata.org/entity/Q638327,http://www.wikidata.org/entity/Q131333,1819,Silas Marner,George Eliot,female,United Kingdom of Great Britain and Ireland,1861,atheism,English
1434,0,http://www.wikidata.org/entity/Q16239004,http://www.wikidata.org/entity/Q237196,1856,Beatrice,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1890,,
1435,0,http://www.wikidata.org/entity/Q7729575,http://www.wikidata.org/entity/Q3847508,1868,The Defence of Duffer's Drift,Ernest Dunlop Swinton,male,United Kingdom,1904,,
1439,0,http://www.wikidata.org/entity/Q7344052,http://www.wikidata.org/entity/Q952452,1851,Robert Elsmere,Mary Augusta Ward,female,United Kingdom of Great Britain and Ireland,1888,Unitarianism,
1440,0,http://www.wikidata.org/entity/Q7712601,http://www.wikidata.org/entity/Q7796519,1874,The Adventures of Paddy the Beaver,Thornton Burgess,male,United States of America,1917,,
1441,0,http://www.wikidata.org/entity/Q98534768,http://www.wikidata.org/entity/Q5363058,1818,Behind the Scenes,Elizabeth Keckley,female,United States of America,1868,,
1442,0,http://www.wikidata.org/entity/Q124082391,http://www.wikidata.org/entity/Q457287,1863,Comedies of Courtship,Anthony Hope,male,United Kingdom,1896,,English
1444,0,http://www.wikidata.org/entity/Q124090384,http://www.wikidata.org/entity/Q5481115,1855,The Tapu of Banderah,George Lewis Becke,male,Australia,1901,,
1446,0,http://www.wikidata.org/entity/Q457289,http://www.wikidata.org/entity/Q25973,1877,Siddhartha,Hermann Hesse,male,Switzerland,1922,,
1450,0,http://www.wikidata.org/entity/Q1193302,http://www.wikidata.org/entity/Q9358,1844,The Case of Wagner,Friedrich Nietzsche,male,Kingdom of Prussia,1888,,German
1451,0,http://www.wikidata.org/entity/Q17103580,http://www.wikidata.org/entity/Q7241,1861,Chitra,Rabindranath Tagore,male,British Raj,1914,Hinduism,Bangla
1452,0,http://www.wikidata.org/entity/Q5242229,http://www.wikidata.org/entity/Q5077060,1841,Davy and the Goblin,Charles E. Carryl,male,United States of America,1885,,
1453,0,http://www.wikidata.org/entity/Q7572460,http://www.wikidata.org/entity/Q550449,1896,Space Platform,Murray Leinster,male,United States of America,1953,,
1454,0,http://www.wikidata.org/entity/Q7739314,http://www.wikidata.org/entity/Q433098,1823,The Heir of Redclyffe,Charlotte Mary Yonge,female,United Kingdom of Great Britain and Ireland,1853,Catholic Church,
1455,0,http://www.wikidata.org/entity/Q124086694,http://www.wikidata.org/entity/Q301983,1836,Stories in Light and Shadow,Bret Harte,male,United States of America,1898,,
1456,0,http://www.wikidata.org/entity/Q3203517,http://www.wikidata.org/entity/Q167768,1811,The History of Henry Esmond,William Makepeace Thackeray,male,United Kingdom of Great Britain and Ireland,1852,Anglicanism,
1457,0,http://www.wikidata.org/entity/Q3207964,http://www.wikidata.org/entity/Q45765,1876,The Cruise of the Snark,Jack London,male,United States of America,1911,atheism,
1458,0,http://www.wikidata.org/entity/Q124092837,http://www.wikidata.org/entity/Q5363377,1818,Stepping Heavenward,Elizabeth Prentiss,female,United States of America,1870,,
1459,0,http://www.wikidata.org/entity/Q3422871,http://www.wikidata.org/entity/Q79025,1771,Redgauntlet,Walter Scott,male,United Kingdom,1824,,English
1461,0,http://www.wikidata.org/entity/Q7749845,http://www.wikidata.org/entity/Q36184,1847,The Man,Bram Stoker,male,United Kingdom of Great Britain and Ireland,1905,,
1462,0,http://www.wikidata.org/entity/Q51439392,http://www.wikidata.org/entity/Q4352329,1848,Amateur Gardencraft,Eben E. Rexford,male,United States of America,1912,,
1463,0,http://www.wikidata.org/entity/Q51439393,http://www.wikidata.org/entity/Q4352329,1848,Amateur Gardencraft,Eben E. Rexford,male,United States of America,1912,,
1464,0,http://www.wikidata.org/entity/Q7712520,http://www.wikidata.org/entity/Q7796519,1874,The Adventures of Danny Meadow Mouse,Thornton Burgess,male,United States of America,1915,,
1465,0,http://www.wikidata.org/entity/Q21015518,http://www.wikidata.org/entity/Q228546,1840,Jack,Alphonse Daudet,male,France,1875,,French
1466,0,http://www.wikidata.org/entity/Q940414,http://www.wikidata.org/entity/Q160627,1823,The Malay Archipelago,Alfred Russel Wallace,male,United Kingdom of Great Britain and Ireland,1869,,
1467,0,http://www.wikidata.org/entity/Q16267443,http://www.wikidata.org/entity/Q229226,1810,An Accursed Race,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,1855,,
1468,0,http://www.wikidata.org/entity/Q42189788,http://www.wikidata.org/entity/Q1506837,1866,Fables in Slang,George Ade,male,United States of America,1899,,English
1469,0,http://www.wikidata.org/entity/Q28404740,http://www.wikidata.org/entity/Q229226,1810,Round the Sofa,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,1859,,
1470,0,http://www.wikidata.org/entity/Q907568,http://www.wikidata.org/entity/Q69339,1804,The Scarlet Letter,Nathaniel Hawthorne,male,United States of America,1850,Unitarianism,English
1471,0,http://www.wikidata.org/entity/Q5437669,http://www.wikidata.org/entity/Q742371,1849,Father and Son,Edmund Gosse,male,United Kingdom,1907,,English
1472,0,http://www.wikidata.org/entity/Q7742117,http://www.wikidata.org/entity/Q123469,1885,The Innocents,Sinclair Lewis,male,United States of America,1917,atheism,
1473,0,http://www.wikidata.org/entity/Q1305106,http://www.wikidata.org/entity/Q455776,1850,Looking Backward,Edward Bellamy,male,United States of America,1888,,
1474,0,http://www.wikidata.org/entity/Q66124805,http://www.wikidata.org/entity/Q45765,1876,When God Laughs,Jack London,male,United States of America,1907,atheism,
1475,0,http://www.wikidata.org/entity/Q7743319,http://www.wikidata.org/entity/Q123469,1885,The Job,Sinclair Lewis,male,United States of America,1917,atheism,
1476,0,http://www.wikidata.org/entity/Q25340137,http://www.wikidata.org/entity/Q229226,1810,The Poor Clare,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,1856,,
1477,0,http://www.wikidata.org/entity/Q4657901,http://www.wikidata.org/entity/Q170509,1843,A London Life,Henry James,male,United States of America,1888,,English
1479,0,http://www.wikidata.org/entity/Q124086837,http://www.wikidata.org/entity/Q301983,1836,Tales of Trail and Town,Bret Harte,male,United States of America,1898,,
1480,0,http://www.wikidata.org/entity/Q7767399,http://www.wikidata.org/entity/Q182589,1834,The Sundering Flood,William Morris,male,United Kingdom,1897,,English
1482,0,http://www.wikidata.org/entity/Q165318,http://www.wikidata.org/entity/Q991,1821,Crime and Punishment,Fyodor Dostoyevsky,male,Russian Empire,1866,Russian Orthodox Church,Russian
1483,0,http://www.wikidata.org/entity/Q7729585,http://www.wikidata.org/entity/Q235899,1912,The Defiant Agents,Andre Norton,female,United States of America,1962,,
1484,0,http://www.wikidata.org/entity/Q7750242,http://www.wikidata.org/entity/Q2331144,1853,The Manxman,Hall Caine,male,United Kingdom,1894,,English
1486,0,http://www.wikidata.org/entity/Q7288337,http://www.wikidata.org/entity/Q318399,1815,Ralph the Heir,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1870,,
1487,0,http://www.wikidata.org/entity/Q7335058,http://www.wikidata.org/entity/Q207544,1856,Rinkitink in Oz,L. Frank Baum,male,United States of America,1916,,English
1488,0,http://www.wikidata.org/entity/Q735319,http://www.wikidata.org/entity/Q82248,1867,The Forsyte Saga,John Galsworthy,male,United Kingdom,1906,,
1490,0,http://www.wikidata.org/entity/Q5047054,http://www.wikidata.org/entity/Q316327,1845,Cartas de Inglaterra,José Maria de Eça de Queirós,male,Kingdom of Portugal,1905,,
1491,0,http://www.wikidata.org/entity/Q7766837,http://www.wikidata.org/entity/Q182589,1834,The Story of the Glittering Plain,William Morris,male,United Kingdom,1890,,English
1493,0,http://www.wikidata.org/entity/Q3390930,http://www.wikidata.org/entity/Q131149,1817,A Plea for Captain John Brown,Henry David Thoreau,male,United States of America,1859,Unitarianism,English
1494,0,http://www.wikidata.org/entity/Q3824759,http://www.wikidata.org/entity/Q596925,1875,Trent's Last Case,Edmund Clerihew Bentley,male,United Kingdom,1913,,
1495,0,http://www.wikidata.org/entity/Q7729141,http://www.wikidata.org/entity/Q34743,1865,The Day's Work,Rudyard Kipling,male,United Kingdom,1898,,English
1497,0,http://www.wikidata.org/entity/Q124291265,http://www.wikidata.org/entity/Q301983,1836,Two Men of Sandy Bar,Bret Harte,male,United States of America,1876,,
1498,0,http://www.wikidata.org/entity/Q111908462,http://www.wikidata.org/entity/Q433098,1823,The Caged Lion,Charlotte Mary Yonge,female,United Kingdom of Great Britain and Ireland,1869,Catholic Church,
1499,0,http://www.wikidata.org/entity/Q2074136,http://www.wikidata.org/entity/Q727056,1790,La Russie en 1839,"Astolphe-Louis-Léonor de Custine, Marquis de Custine",male,France,1843,,French
1500,0,http://www.wikidata.org/entity/Q7191187,http://www.wikidata.org/entity/Q170509,1843,Picture and Text,Henry James,male,United States of America,1893,,English
1502,0,http://www.wikidata.org/entity/Q56323182,http://www.wikidata.org/entity/Q228546,1840,Tartarin on the Alps,Alphonse Daudet,male,France,1885,,French
1503,0,http://www.wikidata.org/entity/Q124083824,http://www.wikidata.org/entity/Q276028,1849,In Connection with the De Willoughby Claim,Frances Hodgson Burnett,female,United States of America,1899,Christian Science,English
1509,0,http://www.wikidata.org/entity/Q7740720,http://www.wikidata.org/entity/Q3101534,1869,The House with the Green Shutters,George Douglas Brown,male,Scotland,1901,,
1510,0,http://www.wikidata.org/entity/Q4730108,http://www.wikidata.org/entity/Q4885219,1889,All the Brothers Were Valiant,Ben Ames Williams,male,United States of America,1919,,
1511,0,http://www.wikidata.org/entity/Q2288976,http://www.wikidata.org/entity/Q79025,1771,Guy Mannering,Walter Scott,male,United Kingdom,1815,,English
1513,0,http://www.wikidata.org/entity/Q106696385,http://www.wikidata.org/entity/Q771698,1867,Miss Mapp,Edward Frederic Benson,male,United Kingdom,1922,,
1514,0,http://www.wikidata.org/entity/Q111096275,http://www.wikidata.org/entity/Q385138,1859,Transviado,Jaime de Magalhães Lima,male,Portugal,1899,,
1516,0,http://www.wikidata.org/entity/Q7720311,http://www.wikidata.org/entity/Q234530,1865,The Bronze Eagle,Emma Orczy,female,United Kingdom,1915,,
1518,0,http://www.wikidata.org/entity/Q111893815,http://www.wikidata.org/entity/Q318399,1815,The Bertrams,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1859,,
1519,0,http://www.wikidata.org/entity/Q124084476,http://www.wikidata.org/entity/Q318399,1815,Linda Tressel,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1868,,
1520,0,http://www.wikidata.org/entity/Q161531,http://www.wikidata.org/entity/Q7243,1828,War and Peace,Leo Tolstoy,male,Russian Empire,1869,Christianity,Russian
1523,0,http://www.wikidata.org/entity/Q124080678,http://www.wikidata.org/entity/Q6780145,1839,A Christmas Posy,Mary Louisa Molesworth,female,United Kingdom,1888,,
1525,0,http://www.wikidata.org/entity/Q19096926,http://www.wikidata.org/entity/Q981949,1854,Europa's Fairy Book,Joseph Jacobs,male,Australia,1895,,
1526,0,http://www.wikidata.org/entity/Q15726388,http://www.wikidata.org/entity/Q237196,1856,Queen Sheba's Ring,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1910,,
1527,0,http://www.wikidata.org/entity/Q15999894,http://www.wikidata.org/entity/Q189119,1879,The Longest Journey,E. M. Forster,male,United Kingdom,1907,,
1529,0,http://www.wikidata.org/entity/Q19098302,http://www.wikidata.org/entity/Q1293795,1862,The Rover Boys on the Plains,Edward Stratemeyer,male,United States of America,1906,,
1530,0,http://www.wikidata.org/entity/Q11896034,http://www.wikidata.org/entity/Q1092762,1869,Taistelu Heikkilän talosta,Johannes Linnankoski,male,Grand Principality of Finland,1919,,
1531,0,http://www.wikidata.org/entity/Q4657410,http://www.wikidata.org/entity/Q1357524,1862,A House-Boat on the Styx,John Kendrick Bangs,male,United States of America,1895,,
1532,0,http://www.wikidata.org/entity/Q18216797,http://www.wikidata.org/entity/Q2710684,1848,A Handbook of the Cornish Language,Henry Jenner,male,United Kingdom,1904,,
